Date,Open,High,Low,Close,AdjClose,Volume
11/1/2012,85.459999,86.14286,72.25,83.611427,75.544487,3232462800
12/1/2012,84.807144,84.941429,71.604286,76.024284,69.003082,3033188200
1/1/2013,79.117142,79.285713,62.142857,65.07,59.060482,3280855900
2/1/2013,65.587143,69.277145,62.522858,63.057144,57.233532,2336008500
3/1/2013,62.57143,67.135712,59.857143,63.237144,57.731411,2294219200
4/1/2013,63.128571,63.607143,55.014286,63.254284,57.747059,2740872400
5/1/2013,63.494286,66.535713,59.842857,64.247147,58.653481,2361882600
6/1/2013,64.389999,64.918571,55.552856,56.647144,52.057472,1754634000
7/1/2013,57.527142,65.334282,57.317142,64.647141,59.409294,1634528700
8/1/2013,65.10714,73.391426,64.751427,69.602859,63.963486,2014584600
9/1/2013,70.442856,72.559998,63.888573,68.10714,63.002205,2157735300
10/1/2013,68.349998,77.035713,68.325714,74.671425,69.074471,1959433000
11/1/2013,74.860001,79.761429,73.197144,79.438568,73.484291,1306288900
12/1/2013,79.714287,82.162857,76.971428,80.145714,74.571281,1764349300
1/1/2014,79.382858,80.028572,70.507141,71.514282,66.540199,2191488600
2/1/2014,71.80143,78.741432,71.328575,75.177139,69.948288,1470091700
3/1/2014,74.774284,78.428574,74.687141,76.677139,71.770996,1250424700
4/1/2014,76.822861,85.632858,73.047142,84.298569,78.904778,1608765200
5/1/2014,84.571426,92.024284,82.904289,90.428574,84.64257,1433917100
6/1/2014,90.565712,95.050003,88.928574,92.93,87.46978,1206934800
7/1/2014,93.519997,99.440002,92.57,95.599998,89.982887,1035086000
8/1/2014,94.900002,102.900002,93.279999,102.5,96.477455,937077000
9/1/2014,103.059998,103.739998,96.139999,100.75,95.301994,1526420000
10/1/2014,100.589996,108.040001,95.18,108,102.15995,1360280200
11/1/2014,108.220001,119.75,107.720001,118.93,112.49894,820408200
12/1/2014,118.809998,119.25,106.260002,110.379997,104.863991,1073594600
1/1/2015,111.389999,120,104.629997,117.160004,111.305183,1303908000
2/1/2015,118.050003,133.600006,116.080002,128.460007,122.040504,1134865600
3/1/2015,129.25,130.279999,121.629997,124.43,118.678413,1135842600
4/1/2015,124.82,134.539993,123.099998,125.150002,119.365135,995553900
5/1/2015,126.099998,132.970001,123.360001,130.279999,124.257996,952899500
6/1/2015,130.279999,131.389999,124.480003,125.43,120.131905,878359400
7/1/2015,126.900002,132.970001,119.220001,121.300003,116.176353,1058280600
8/1/2015,121.5,122.57,92,112.919998,108.150322,1784985100
9/1/2015,110.150002,116.889999,107.360001,110.300003,106.119179,1204309500
10/1/2015,109.07,121.220001,107.309998,119.5,114.970459,1111336600
11/1/2015,120.800003,123.82,111,118.300003,113.815926,750098000
12/1/2015,118.75,119.860001,104.82,105.260002,101.703697,921618300
1/1/2016,102.610001,105.849998,92.389999,97.339996,94.05127,1260138200
2/1/2016,96.470001,98.889999,92.589996,96.690002,93.423241,810397700
3/1/2016,97.650002,110.419998,97.419998,108.989998,105.879097,745426900
4/1/2016,108.779999,112.389999,92.510002,93.739998,91.064392,871483100
5/1/2016,93.970001,100.730003,89.470001,99.860001,97.009705,900181300
6/1/2016,99.019997,101.889999,91.5,95.599998,93.436729,779310200
7/1/2016,95.489998,104.550003,94.370003,104.209999,101.851898,683474400
8/1/2016,104.410004,110.230003,104,106.099998,103.699127,625200700
9/1/2016,106.139999,116.18,102.529999,113.050003,111.090431,967434100
10/1/2016,112.709999,118.690002,112.279999,113.540001,111.57193,686201700
11/1/2016,113.459999,113.769997,104.080002,110.519997,108.604279,720875800
12/1/2016,110.370003,118.019997,108.25,115.82,114.396751,608331500
1/1/2017,115.800003,122.440002,114.760002,121.349998,119.858795,562586500
2/1/2017,127.029999,137.479996,127.010002,136.990005,135.30661,574557900
3/1/2017,137.889999,144.5,137.050003,143.660004,142.509842,561628400
4/1/2017,143.710007,145.460007,140.059998,143.649994,142.499893,373207200
5/1/2017,145.100006,156.649994,144.270004,152.759995,151.536972,653981800
6/1/2017,153.169998,155.979996,142.199997,144.020004,143.45665,684039600
7/1/2017,144.880005,153.990005,142.410004,148.729996,148.148224,422011900
8/1/2017,149.100006,164.520004,148.410004,164,163.35849,660974500
9/1/2017,164.800003,164.940002,149.160004,154.119995,154.119995,680374100
10/1/2017,154.259995,160.869995,152.460007,156.169998,156.169998,323007600
10/23/2017,156.889999,157.690002,155.5,156.169998,156.169998,21984327
